,Unnamed: 0,year,food_category,tons_surplus,tons_supply,us_dollars_surplus,tons_waste,tons_uneaten,tons_inedible_parts,tons_not_fit_for_human_consumption,tons_donations,tons_industrial_uses,tons_animal_feed,tons_anaerobic_digestion,tons_composting,tons_not_harvested,tons_incineration,tons_land_application,tons_landfill,tons_sewer,tons_dumping,gallons_water_footprint,meals_wasted,food_name_food_waste,best_match,score,food_name,serving_size,protein,percent_daily_value,fat,carbs,calories,fiber,calcium,iron,potassium,sodium,phosphorus
57,57,2023,Tomatoes,817415.3507185031,15531420.474347483,179246853.31508127,750887.2535412344,812744.6234572704,73567.38156466528,518929.3950091204,4670.727261232648,0.0,61857.369916036056,0.0,0.0,724790.011087483,141.15446232805647,0.0,2313.028596785011,0.0,23643.059394638334,25185502347.52943,1354574372.428784,tomatoes,tomatoes,1.0,tomatoes,103.66666666666669,0.5566666666666666,3.3333333333333335,0.0,3.4333333333333336,18.666666666666668,1.25,0.017,0.0012,,0.0113333333333333,
63,63,2023,Not Applicable,2.490972887125078,133.6598342795909,7572.207590782166,2.44031598481876,2.4496151012941554,0.3242180004953675,1.7689394860629928,0.0413577858309217,0.0,0.0093110605607265,0.0004053919562943,0.2867379919373071,0.0,0.1969716730645138,0.0,1.9487327171851083,0.0074682106755382,0.0,841965.1608385596,4082.691835490261,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
71,71,2023,Not Applicable,395.5859197613384,22591.17426669376,1202525.615555983,386.91096948568094,388.6243780243807,6.031855419349194,367.94237568841606,6.9615417369577175,0.0,1.7149663320710378,0.0606501782587262,52.907382911610135,0.0,39.60882816855576,0.0,292.95282231133547,1.3812859159208613,0.0,133643441.17992896,647707.2967073012,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
79,79,2023,Not Applicable,171.69332944174755,9212.666295449268,521923.59828771657,167.174505367705,168.2011551101011,22.347119174887112,121.9263009697626,3.492174331646468,0.0,1.026920428685538,0.0218638154227833,31.778110564142477,0.0,17.483825352159755,0.0,117.05766736113144,0.8330382748485534,0.0,57923953.0080662,280335.25851683517,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
87,87,2023,Not Applicable,549.8271072449414,28009.588773738786,1671397.1543476244,536.8545928131668,539.5796817708216,0.0,0.0,10.247425474119831,0.0,2.7267618616112723,0.0788829253184796,84.23970910651012,0.0,51.30648060792963,0.0,399.0261087146237,2.20341145878487,0.0,185654206.86699903,899299.4696180361,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
95,95,2023,Not Applicable,138.0828799807199,7034.292478472696,419752.554253541,135.02602717067947,135.63491493043293,0.0,0.0,2.4479650502869568,0.0,0.6094160391667989,0.0210001903445968,18.804435822465727,0.0,12.28884622258017,0.0,103.4206764886828,0.4910684466061672,0.0,46646395.74188451,226058.19155072156,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
103,103,2023,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
111,111,2023,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
119,119,2023,Not Applicable,434.0817487892888,23291.821001686396,1319547.5270691698,426.75513594118826,427.8120526590434,56.49885527514827,308.25881308522554,6.269696130245417,0.0,1.0598055173730887,0.0795257870649631,32.412619302764284,0.0,30.04620547243825,0.0,363.38042302826995,0.8363623506508044,0.0,146882498.73215872,713020.0877650724,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
127,127,2023,Not Applicable,79.04607568347026,4241.429294920348,240288.96396488947,77.63402622973912,77.85573071051235,10.288414112238296,56.13378018585956,1.1903449729579156,0.0,0.2221886379867728,0.014020797674354,6.813154176448857,0.0,6.213811606625885,0.0,64.41660880806452,0.1764308409255052,0.0,26738928.951157548,129759.55118418724,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
135,135,2023,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
143,143,2023,Not Applicable,36.71973154434986,1970.2957259696675,111622.82470786586,36.055032843984286,36.16130832480293,4.7793366204704775,26.0761501589046,0.5584232195469266,0.0,0.1064956817047615,0.0064613802172542,3.267306143650074,0.0,3.739779381905864,0.0,28.956815994923733,0.0846699432873642,0.0,12420256.598017983,60268.847208004896,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
151,151,2023,Not Applicable,11.08999296907234,595.0633305040894,33712.02046243458,10.915248446352685,10.937581000234427,1.4434421845876215,7.875447607057022,0.1524119688379122,0.0,0.0224130475727678,0.0021053298279333,0.6826222304297439,0.0,1.010678012309957,0.0,9.202328880316768,0.0175139934682839,0.0,3753904.5504863374,18229.30166705738,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
159,159,2023,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
167,167,2023,Not Applicable,1297.6608425042864,69629.47451444017,3944706.6375790434,1271.6676003874595,1276.3631566384345,168.89987275752927,921.5208706959938,21.29768586585193,0.0,4.701991612742349,0.2135316721217649,144.7405174785819,0.0,122.0501800636858,0.0,1000.8956130985244,3.767758074545944,0.0,438660113.6208255,2127271.927730724,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
175,175,2023,Not Applicable,165.94089239813064,9585.321401603436,504436.9979026578,162.3888187153209,163.07493101400252,0.0,0.0,2.8659613841281306,0.0,0.6868125124631028,0.0259558497604527,21.17722571633524,0.0,15.571282309702944,0.0,125.06185843746144,0.5524964020608358,0.0,56070188.61397612,271791.5516900042,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
183,183,2023,Not Applicable,54.051070732073725,3122.1772860223805,164307.66075486425,52.84735019779348,53.088376720656306,0.0,0.0,0.96269401141742,0.0,0.2412294670718677,0.0081780040801297,7.444398665766816,0.0,5.740401300479979,0.0,39.45993392446539,0.1944383030011649,0.0,18258472.04837768,88480.62786776052,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
191,191,2023,Not Applicable,91.76605432917964,5300.725528170646,278955.91186844214,89.79319226259528,90.1758254992008,0.0,0.0,1.590228829978843,0.0,0.3830158589952503,0.0143031122634516,11.8110931987939,0.0,9.57002828475962,0.0,68.0895856903379,0.308181976440413,0.0,31006153.134245023,150293.04249866802,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
199,199,2023,Not Applicable,727.9675395896309,37084.51466990411,2212919.0396309714,711.9607993897431,715.1299550178537,0.0,0.0,12.837584571777214,0.0,3.171999259274209,0.1113563721543182,97.86294874778166,0.0,60.46120446192726,0.0,550.9701283300699,2.5551614778099663,0.0,245929579.77267748,1191883.2583630895,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
207,207,2023,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
215,215,2023,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
223,223,2023,Not Applicable,1607.7279530034966,86266.9573305247,4887267.088521485,1577.2880359178434,1582.4431459376904,209.2573327303098,1141.711928545903,25.28480706580626,0.0,5.164032088453351,0.2749928295031594,158.69116573126206,0.0,110.91225710967832,0.0,1303.2882187555108,4.121401491889283,0.0,543663014.553239,2637405.2432294837,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
231,231,2023,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
239,239,2023,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
247,247,2023,Not Applicable,2694.179513790261,144563.43109710971,8189927.184955354,2643.423030752907,2651.9665194602862,350.6668014941,1913.244639923016,42.21299432997486,0.0,8.55857653295254,0.462325827824685,262.9616415122428,0.0,227.06317979064863,0.0,2146.1079971530557,6.82788646913474,0.0,911080292.084403,4419944.199100477,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
255,255,2023,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
263,263,2023,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
271,271,2023,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
279,279,2023,Not Applicable,677.9122499629045,36375.200811889285,2060757.9920220792,663.9870827635473,666.5700103979558,88.23514512354312,481.412605188657,11.342239564948716,0.0,2.586103409616753,0.1095038747861997,79.66092824866159,0.0,58.27941147982712,0.0,523.8617111204135,2.075528039858826,0.0,229123962.50701356,1110950.0173299264,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
287,287,2023,Not Applicable,128.37347206944818,7331.169624265485,390237.31839218806,125.8625021804068,126.3043180410044,1.957426148205508,119.40273384123516,2.069154028443789,0.0,0.4424850129208518,0.0214817574837916,13.61160231145312,0.0,11.756867243164583,0.0,100.11855140739844,0.3539994609068739,0.0,43401699.764007226,210507.1967350073,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
295,295,2023,Not Applicable,137.4905197237396,7002.7676705375325,417951.8622999803,134.43807432038477,135.04761892439785,0.0,0.0,2.4429007993417464,0.0,0.6100659339208272,0.0208585861551987,18.82559233927317,0.0,13.355519939758734,0.0,101.7444440884707,0.4916593667269743,0.0,46445359.67539781,225079.3648739964,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
303,303,2023,Not Applicable,342.9467209858972,18401.726542518732,1042509.8471787848,335.52016466305184,336.97026326491954,44.63697727469848,243.540184440925,5.976457720977638,0.0,1.4514996966852742,0.0531361823024835,44.76720337654001,0.0,34.87197922553471,0.0,254.6595033807564,1.1683424979182964,0.0,115870015.01983652,561617.1054415326,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
311,311,2023,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
319,319,2023,Not Applicable,260.8281964601842,13995.43676067408,792881.0704179514,255.01653746563844,256.1807584420115,33.94866189279764,185.2245354342352,4.64743801817267,0.0,1.16519868791254,0.0394459285450254,35.95868416909476,0.0,21.56027634996461,0.0,196.5189224531705,0.939208564863567,0.0,88107543.1830451,426967.9307366858,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
327,327,2023,Not Applicable,155393.19101001372,24546.37684058031,823158167.9460558,41560.02380316026,117966.80277344896,3202.975344965845,1572.8150060956416,37426.388236564766,0.0,76406.7789702887,500.5983972240186,3344.1799178891915,0.0,3218.482310203255,0.0,34496.76317784379,0.0,0.0,46585240225.66638,196611337.9557483,frozen,frozen pizza,0.6666666666666666,frozen pizza,127.5,11.8,55.0,12.6,20.4,251.0,1.6,0.235,0.00141,,0.424,
333,333,2023,Brownies,9511.047219256798,44444.14588437756,145977192.3131639,9058.03883308574,9511.047219256798,0.0,5894.2099106845435,0.0,0.0,453.0083861710587,0.0,2647.604242680498,0.0,628.89874424566,0.0,5324.427357498538,457.1084886610442,0.0,184328216.71814516,15851745.365427995,brownies,brownies,1.0,brownies,50.36842105263158,4.347368421052631,19.157894736842103,23.81052631578947,56.53684210526316,443.3684210526315,3.005263157894737,0.0277368421052631,0.002848947368421,0.2575,0.1983684210526315,
334,334,2023,Cake,65561.33155218007,306361.3623933648,1453595851.781463,62438.66458218057,65561.33155218007,0.0,40629.83195059053,0.0,0.0,3122.666969999501,0.0,18250.40456343129,0.0,4095.664865592553,0.0,36941.66545114181,3150.92970201492,0.0,1270607016.461089,109268885.92030013,cake,cake,1.0,cake,84.0,4.7749999999999995,41.5,19.6,55.35,416.5,1.2,0.036,0.00118,0.047,0.2815,
335,335,2023,Cheesecake,11237.200375937227,52510.28213054779,201903106.9094216,10701.975821791662,11237.200375937227,0.0,6963.945851314246,0.0,0.0,535.2245541455652,0.0,3128.116042883773,0.0,748.5413565542702,0.0,6285.249641049917,540.068781303702,0.0,217781812.9224718,18728667.293228716,cheesecake,cheesecake,1.0,cheesecake,94.59444427490234,4.968823529411764,41.388888888888886,20.252941176470586,36.07647058823529,344.2352941176471,1.4,0.0512941176470588,0.00085,0.0953333333333333,0.2459411764705882,
336,336,2023,Cookies,52382.98415862315,244780.29980665023,949594246.6628438,49887.998005208145,52382.98415862315,0.0,32462.913626782993,0.0,0.0,2494.9861534150064,0.0,14581.92856217081,0.0,3387.25075553731,0.0,29401.250835263592,2517.567852236434,0.0,1015204933.141774,87304973.59770526,cookies,cookies,1.0,cookies,37.5,4.986315789473685,11.25,20.521052631578947,67.96111111111111,468.42105263157896,1.416666666666667,0.0186470588235294,0.0017611764705882,0.0473333333333333,0.2583333333333333,
337,337,2023,Cupcakes,15098.177093776676,70552.22941017139,367161718.675596,14379.055352321264,15098.177093776676,0.0,9356.67997517972,0.0,0.0,719.1217414554136,0.0,4202.90182655073,0.0,978.58950893712,0.0,8471.933625797215,725.6303910361978,0.0,292609214.86709535,25163628.489627793,cupcakes,cupcakes,1.0,cupcakes,75.0,2.659375,27.0,20.93125,55.068749999999994,419.75,0.46875,0.026,0.0009786666666666,,0.2545625,
338,338,2023,Donuts,25128.447659907193,117422.65261638876,487884356.41500753,23931.58707673705,25128.447659907193,0.0,15572.664273736666,0.0,0.0,1196.8605831701448,0.0,6995.043038125495,0.0,1620.509331621788,0.0,14108.34154056725,1207.6931664225183,0.0,487000205.05290693,41880746.09984533,donuts,donuts,1.0,donuts,53.0,3.3375,16.5,20.5,56.85,418.5,1.925,0.073,0.001655,,0.40575,
340,340,2023,Flatbreads And Pizza Crusts,7028.174439272732,32841.936632115576,72587679.49376583,6693.424554526348,7028.174439272732,0.0,4355.51779725242,0.0,0.0,334.74988474638366,0.0,1956.4432848196025,0.0,607.5497602278073,0.0,3791.651859991174,337.77964948776463,0.0,136209066.29001296,11713624.065454554,flatbreads and pizza crusts,flatbread pizza crust,0.875,flatbread pizza crust,59.0,8.47,0.0,5.93,54.2,305.0,1.7,0.085,0.00322,0.119,0.059,
341,341,2023,Flatbreads And Pizza Crusts,7028.174439272732,32841.936632115576,72587679.49376583,6693.424554526348,7028.174439272732,0.0,4355.51779725242,0.0,0.0,334.74988474638366,0.0,1956.4432848196025,0.0,607.5497602278073,0.0,3791.651859991174,337.77964948776463,0.0,136209066.29001296,11713624.065454554,flatbreads and pizza crusts,"flatbread pizza crust, flatbread",0.711864406779661,"flatbread pizza crust, flatbread",57.0,10.5,0.0,6.14,45.6,263.0,8.8,0.0,0.0019299999999999,0.211,0.596,
342,342,2023,Flatbreads And Pizza Crusts,7028.174439272732,32841.936632115576,72587679.49376583,6693.424554526348,7028.174439272732,0.0,4355.51779725242,0.0,0.0,334.74988474638366,0.0,1956.4432848196025,0.0,607.5497602278073,0.0,3791.651859991174,337.77964948776463,0.0,136209066.29001296,11713624.065454554,flatbreads and pizza crusts,"naan pizza crust, naan",0.6122448979591837,"naan pizza crust, naan",85.0,8.24,0.0,0.59,44.7,235.0,2.4,0.024,0.00318,0.035,0.424,
343,343,2023,Muffins,29082.337996219732,135898.77568326978,460693836.2284767,27697.154777375592,29082.337996219732,0.0,18022.979057041284,0.0,0.0,1385.1832188441426,0.0,8095.693322809131,0.0,2284.5726820652767,0.0,15919.16849399536,1397.7202785058246,0.0,563628313.1876227,48470563.32703289,muffins,muffins,1.0,muffins,101.33333333333331,5.098333333333334,17.5,14.681666666666668,46.51666666666667,323.5,3.5833333333333326,0.0866666666666666,0.0017333333333333,0.13,0.3138333333333333,
344,344,2023,Naan,5398.653203905577,25227.35142011952,64748808.36757372,5141.516937097138,5398.653203905577,0.0,3345.6668319743258,0.0,0.0,257.13626680843936,0.0,1502.8310550789145,0.0,460.3697617628855,0.0,2918.852556469644,259.46356378569385,0.0,104628238.59614652,8997755.339842629,naan,naan,1.0,naan,81.0,8.533333333333333,1.0,4.543333333333333,49.666666666666664,282.3333333333333,1.9333333333333331,0.02,0.0028633333333333,0.04,0.4416666666666667,
345,345,2023,Naan,5398.653203905577,25227.35142011952,64748808.36757372,5141.516937097138,5398.653203905577,0.0,3345.6668319743258,0.0,0.0,257.13626680843936,0.0,1502.8310550789145,0.0,460.3697617628855,0.0,2918.852556469644,259.46356378569385,0.0,104628238.59614652,8997755.339842629,naan,mini naan,0.6153846153846154,mini naan,45.0,8.89,4.333333333333333,7.78,48.9,289.0,2.2,0.0886666666666666,0.00237,0.1103333333333333,0.741,
346,346,2023,Other Desserts,17436.754767364717,81480.16246432111,345983341.02750695,16606.247258030577,17436.754767364717,0.0,10805.94916529161,0.0,0.0,830.5075093341447,0.0,4853.895142817055,0.0,1358.373763790931,0.0,9555.954058711091,838.0242927114986,0.0,337931863.6030394,29061257.945607867,other desserts,frozen dairy dessert,0.6470588235294118,frozen dairy dessert,66.0,4.55,9.0,6.06,33.3,197.0,0.4,0.091,0.0,,0.197,
348,348,2023,Pita Bread,3674.034948123861,17168.387608055422,36122518.77887518,3499.0417424108396,3674.034948123861,0.0,2276.8821039588124,0.0,0.0,174.9932057130208,0.0,1022.7465275027056,0.0,461.573108316807,0.0,1838.145066891172,176.5770397001549,0.0,71204389.43638568,6123391.580206434,pita bread,pita bread,1.0,pita bread,39.0,10.3,0.0,2.56,43.6,231.0,5.1,0.154,0.00277,,0.308,
349,349,2023,Pita Bread,3674.034948123861,17168.387608055422,36122518.77887518,3499.0417424108396,3674.034948123861,0.0,2276.8821039588124,0.0,0.0,174.9932057130208,0.0,1022.7465275027056,0.0,461.573108316807,0.0,1838.145066891172,176.5770397001549,0.0,71204389.43638568,6123391.580206434,pita bread,"pita mini bread, pita",0.6451612903225806,"pita mini bread, pita",28.0,17.9,0.0,5.36,25.0,179.0,7.1,0.386,0.00357,0.093,0.75,
350,350,2023,Pita Bread,3674.034948123861,17168.387608055422,36122518.77887518,3499.0417424108396,3674.034948123861,0.0,2276.8821039588124,0.0,0.0,174.9932057130208,0.0,1022.7465275027056,0.0,461.573108316807,0.0,1838.145066891172,176.5770397001549,0.0,71204389.43638568,6123391.580206434,pita bread,bakery bread,0.6363636363636364,bakery bread,37.0,8.8675,0.0,4.065,50.475,275.5,3.4250000000000003,0.072,0.0026975,0.079,0.52775,
351,351,2023,Pita Bread,3674.034948123861,17168.387608055422,36122518.77887518,3499.0417424108396,3674.034948123861,0.0,2276.8821039588124,0.0,0.0,174.9932057130208,0.0,1022.7465275027056,0.0,461.573108316807,0.0,1838.145066891172,176.5770397001549,0.0,71204389.43638568,6123391.580206434,pita bread,"pita bread, pita bread",0.625,"pita bread, pita bread",28.0,10.7,0.0,2.32,57.1,275.0,3.6,0.071,0.00257,,0.536,
353,353,2023,Sliced Bread,497058.2682808938,2322702.1882284754,2592648812.610923,473383.5289219083,497058.2682808938,0.0,308038.1900698707,0.0,0.0,23674.739358985535,0.0,138366.84327414684,0.0,35185.46010972264,0.0,275942.21010655933,23889.01543147943,0.0,9633204639.308472,828430447.134823,sliced bread,sliced bread,1.0,sliced bread,28.0,7.14,0.0,1.79,50.0,250.0,0.0,0.089,0.0028599999999999,0.071,0.5,
354,354,2023,Sliced Bread,497058.2682808938,2322702.1882284754,2592648812.610923,473383.5289219083,497058.2682808938,0.0,308038.1900698707,0.0,0.0,23674.739358985535,0.0,138366.84327414684,0.0,35185.46010972264,0.0,275942.21010655933,23889.01543147943,0.0,9633204639.308472,828430447.134823,sliced bread,sliced radishes,0.7407407407407407,sliced radishes,28.0,3.57,0.0,0.0,14.3,68.0,7.1,,,,0.161,
355,355,2023,Sliced Bread,497058.2682808938,2322702.1882284754,2592648812.610923,473383.5289219083,497058.2682808938,0.0,308038.1900698707,0.0,0.0,23674.739358985535,0.0,138366.84327414684,0.0,35185.46010972264,0.0,275942.21010655933,23889.01543147943,0.0,9633204639.308472,828430447.134823,sliced bread,stromboli stuffed bread,0.6285714285714286,stromboli stuffed bread,151.0,8.61,15.0,3.31,31.1,185.0,2.0,0.099,0.0023799999999999,,0.404,
359,359,2023,Buttermilk,16981.00830363279,94338.93502018217,37266436.58359701,16798.76557262316,16981.00830363279,0.0,9926.398966475988,0.0,0.0,182.24273100962736,0.0,3019.1799919282657,0.0,457.2388686079176,0.0,5254.80418456709,8067.542527519889,0.0,4428570671.726364,28301680.50605465,buttermilk,buttermilk,1.0,buttermilk,220.66666666666663,4.260000000000001,15.333333333333334,2.408888888888889,5.14625,90.0,0.1777777777777777,0.1444444444444444,0.0006455555555555,0.167,0.09725,
360,360,2023,Cheese,751251.2739127793,2850940.2827702146,7336551509.302537,743188.732432069,751251.2739127793,0.0,439150.5931562522,0.0,0.0,8062.541480710366,0.0,133570.5615680578,0.0,28368.54204858033,0.0,224336.0997260982,356913.5290893326,0.0,195922956944.5212,1252085456.521299,cheese,cheese,1.0,cheese,25.327449980926513,21.784035000000003,23.00175,30.285469999999997,6.3627400000000005,369.2610499999999,0.0895421052631579,0.5973157894736841,0.0003221052631578,0.055,0.6985789473684211,
363,363,2023,Egg Nog,43066.74397090083,84444.59602137418,141262895.41303724,42604.545207634794,43066.74397090083,0.0,25175.047040686055,0.0,0.0,462.1987632660365,0.0,7657.157301231883,0.0,1859.3065882691485,0.0,12627.412417057732,20460.668901076027,0.0,11231613333.31882,71777906.61816806,egg nog,egg nog,1.0,egg nog,120.6,3.814,22.9,7.095999999999999,17.5,150.1,0.01,0.1263,5.500000000000001e-05,0.1696,0.08275,
364,364,2023,Eggs,650876.5953133248,2018848.0003515035,3812095712.33559,643891.2899557642,650876.5953133248,78105.19143759896,380475.6848060318,0.0,0.0,6985.305357560669,0.0,115724.1995673472,0.0,27295.591262950773,0.0,191645.18470606583,309226.3144194003,0.0,169745691738.52,1084794325.522208,eggs,eggs,1.0,eggs,46.21628571428572,11.293112142857142,9.431071428571428,10.180407142857144,4.47765,159.1122142857143,0.5,0.0587142857142857,0.0015914285714285,0.1436666666666666,0.1389285714285714,0.2066666666666666
367,367,2023,Plant-Based Dairy Alternatives,470922.1111211384,1740674.617879568,958148086.3242989,465868.104310178,470922.1111211384,0.0,275281.6954999968,0.0,0.0,5054.0068109604135,0.0,83728.75098055229,0.0,21513.4692688589,0.0,136894.5195453592,223731.36451540756,0.0,122814370777.522,784870185.2018974,plant-based dairy alternatives,plant-based cheese alternative,0.8,plant-based cheese alternative,20.0,0.0,16.5,18.75,22.5,250.0,0.6,0.725,0.004,0.0,0.75,
368,368,2023,Plant-Based Dairy Alternatives,470922.1111211384,1740674.617879568,958148086.3242989,465868.104310178,470922.1111211384,0.0,275281.6954999968,0.0,0.0,5054.0068109604135,0.0,83728.75098055229,0.0,21513.4692688589,0.0,136894.5195453592,223731.36451540756,0.0,122814370777.522,784870185.2018974,plant-based dairy alternatives,plant-based whole milk alternative,0.78125,plant-based whole milk alternative,237.0,1.69,3.0,3.38,1.69,42.0,0.0,0.135,0.00038,0.241,0.076,
369,369,2023,Plant-Based Dairy Alternatives,470922.1111211384,1740674.617879568,958148086.3242989,465868.104310178,470922.1111211384,0.0,275281.6954999968,0.0,0.0,5054.0068109604135,0.0,83728.75098055229,0.0,21513.4692688589,0.0,136894.5195453592,223731.36451540756,0.0,122814370777.522,784870185.2018974,plant-based dairy alternatives,whole plant-based milk alternative,0.78125,whole plant-based milk alternative,237.0,1.69,3.0,3.38,2.53,42.0,0.8,0.127,0.00038,0.148,0.08,
